DIA,LINEA,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
30/12/2023,LÍNEA L,,,,,,294,281,479,405,407,352,441,494,406,,,,,,,"3,559"
30/12/2023,LÍNEA M,161,339,392,360,351,308,349,361,409,448,496,506,572,489,613,506,442,399,322,,"7,823"
30/12/2023,LÍNEA O,163,471,591,571,452,439,364,415,527,510,512,509,493,511,442,410,413,396,234,,"8,423"
30/12/2023,LÍNEA P,549,905,"1,108.00","1,139.00",984,832,915,814,864,810,865,828,792,708,840,855,623,426,188,,"15,045"
30/12/2023,LÍNEA T-A,667,"1,359.00","1,812.00","1,919.00","1,766","1,830","1,928","2,107","2,470","2,602","2,520","2,543","2,630","2,464","2,480.00","2,294.00","1,879.00","1,684.00","1,154.00",,"38,108"
31/12/2023,LÍNEA 1,381,"1,294.00","1,524.00","1,682.00","2,103","2,576","2,621","2,603","2,590","2,762","2,591","2,556","2,623","2,837","3,093.00","1,696.00","1,177.00",152,,,"36,861"
31/12/2023,LÍNEA 2,9,151,172,231,247,368,472,422,550,648,590,557,576,589,579,319,231,34,,,"6,745"
31/12/2023,LÍNEA A,"2,900.00","8,223.00","8,953.00","9,120.00","10,999","12,550","13,722","14,540","15,673","16,453","17,282","17,789","19,246","20,818","21,057.00","16,130.00","12,913.00","1,257.00",,,"239,625"
31/12/2023,LÍNEA B,456,"1,213.00","1,240.00","1,543.00","1,994","2,246","2,539","2,753","2,660","2,932","2,949","3,090","2,884","3,151","3,153.00","2,381.00","1,981.00",156,,,"39,321"
31/12/2023,LÍNEA H,,,,,1,165,136,127,116,119,110,107,123,86,80,91,28,5,,,"1,294"
31/12/2023,LÍNEA J,,,,,46,"1,060",842,732,796,818,698,701,779,819,908,889,751,20,,,"9,859"
31/12/2023,LÍNEA K,,,,,657,"1,195","1,245","1,192","1,168","1,192","1,269","1,297","1,373","1,260","1,342.00","1,258.00","1,162.00",121,,,"15,731"
31/12/2023,LÍNEA L,,,,,22,88,204,354,342,346,414,273,254,92,,,,,,,"2,389"
31/12/2023,LÍNEA M,,,,1,12,296,295,307,364,370,366,420,413,400,587,511,431,100,,,"4,873"
31/12/2023,LÍNEA O,25,314,236,237,224,319,282,263,261,264,320,279,300,412,477,339,168,38,,,"4,758"
31/12/2023,LÍNEA P,,,,,76,696,693,657,570,600,545,590,700,625,659,634,662,61,,,"7,768"
31/12/2023,LÍNEA T-A,135,595,711,723,"1,049","1,207","1,277","1,539","1,532","1,690","1,712","1,783","1,899","1,943","2,308.00","1,917.00","1,613.00",328,,,"23,961"
1/1/2024,LÍNEA 1,180,858,886,721,659,820,952,"1,083","1,189","1,412","1,418","1,563","1,734","2,108","2,352","1,903","1,676","1,132",139,,"22,785"
1/1/2024,LÍNEA 2,1,149,143,74,100,135,116,225,195,163,198,188,277,291,284,212,152,100,9,,"3,012"
1/1/2024,LÍNEA A,"1,460.00","5,488.00","5,769.00","4,752.00","3,993","4,512","5,551","7,197","8,530","9,507","10,362","10,666","12,998","15,376","16,932","14,537","11,750","7,729",664,,"157,773"
1/1/2024,LÍNEA B,231,718,826,672,641,818,"1,060","1,398","1,482","1,827","1,741","1,956","2,228","2,587","2,749","2,043","1,302",893,85,,"25,257"
1/1/2024,LÍNEA H,,,,,,50,62,71,60,71,76,72,93,83,113,80,39,25,4,,899
1/1/2024,LÍNEA J,,,,,39,368,401,381,462,515,520,551,619,726,906,542,356,140,3,,"6,529"
1/1/2024,LÍNEA K,,,,,239,495,582,626,788,780,910,"1,087","1,329","1,453","1,511",990,607,307,11,,"11,715"
1/1/2024,LÍNEA L,,,,,24,47,190,308,386,548,572,509,447,423,,,,,,,"3,454"
1/1/2024,LÍNEA M,,,,,4,144,109,180,190,229,246,244,279,370,375,342,257,162,54,,"3,185"
1/1/2024,LÍNEA O,13,170,155,111,107,113,137,148,114,185,198,177,275,337,335,297,171,91,19,,"3,153"
1/1/2024,LÍNEA P,,,,,30,256,295,318,396,455,446,592,652,691,954,624,432,201,11,,"6,353"
1/1/2024,LÍNEA T-A,103,474,410,377,386,481,522,786,895,"1,039",972,"1,125","1,327","1,522","1,709","1,331","1,118",705,114,,"15,396"
2/1/2024,LÍNEA 1,"1,683","4,081","5,902","5,341","3,676","3,441","3,166","3,264","3,346","3,298","3,733","4,112","5,267","6,391","5,127","3,282","2,438","2,121","1,389",80,"71,138"
2/1/2024,LÍNEA 2,97,435,647,653,635,683,754,807,844,799,"1,036","1,014","1,427","1,558","1,271",833,541,320,144,2,"14,500"
2/1/2024,LÍNEA A,"10,188.00","23,172.00","32,741.00","28,688.00","19,035","18,187","18,071","18,843","19,892","20,569","25,795","27,907","39,197","50,130","37,616","24,275","17,939","14,782","9,328",100,"456,455"
2/1/2024,LÍNEA B,"1,757.00","3,609.00","4,742.00","4,197.00","2,916","2,775","3,214","2,924","3,290","3,315","3,640","4,152","4,954","6,697","5,002","3,227","2,277","1,574",925,8,"65,195"
2/1/2024,LÍNEA H,119,248,223,167,108,99,91,82,73,64,76,56,75,62,61,53,38,9,3,,"1,707"
2/1/2024,LÍNEA J,716,"1,176","1,353","1,124",845,753,708,658,732,619,533,554,594,592,569,445,336,123,44,1,"12,475"
2/1/2024,LÍNEA K,"1,437","1,797","1,734","1,535","1,180","1,069","1,101","1,028","1,289","1,122","1,025","1,149","1,282","1,197","1,060",745,657,278,84,1,"20,770"
2/1/2024,LÍNEA L,,,,,,171,320,479,503,501,392,442,507,539,,,,,,,"3,854"
2/1/2024,LÍNEA M,203,424,478,375,275,242,254,235,160,264,314,417,496,598,783,527,389,269,248,45,"6,996"
2/1/2024,LÍNEA O,183,586,800,694,440,368,367,337,388,375,432,455,660,773,622,452,368,367,156,15,"8,838"
2/1/2024,LÍNEA P,773,"1,493","1,626","1,299",777,622,598,663,736,578,604,617,662,698,690,568,413,203,97,1,"13,718"
2/1/2024,LÍNEA T-A,783,"1,715.00","2,382.00","2,127.00","1,544","1,408","1,555","1,177",836,"1,634","1,965","2,189","2,637","3,477","2,979","2,064","1,551","1,175",885,43,"34,126"
3/1/2024,LÍNEA 1,"1,923","4,847","6,821","6,228","4,336","3,979","3,640","3,609","3,632","3,620","4,172","4,375","5,634","7,326","5,574","3,743","2,721","2,270","1,414",46,"79,910"
3/1/2024,LÍNEA 2,112,531,722,767,702,803,803,905,906,887,"1,044","1,251","1,568","1,668","1,333",995,640,386,156,7,"16,186"
3/1/2024,LÍNEA A,"11,530","26,789","39,065","34,047","22,456","21,143","20,683","20,937","22,068","22,309","27,528","29,130","43,196","57,211","42,420","26,257","18,866","15,236","9,213",79,"510,163"
3/1/2024,LÍNEA B,"2,041","4,382","5,433","4,924","3,522","3,482","3,502","3,611","3,733","3,552","3,986","4,441","5,501","7,309","5,636","3,502","2,456","1,679","1,075",9,"73,776"
3/1/2024,LÍNEA H,162,280,265,196,138,97,83,112,95,80,65,75,69,60,58,35,39,15,3,,"1,927"
3/1/2024,LÍNEA J,835,"1,549","1,602","1,363","1,005",856,719,759,752,607,639,545,635,596,558,409,329,124,53,,"13,935"
3/1/2024,LÍNEA K,"1,722","2,329","2,175","1,791","1,369","1,162","1,124","1,260","1,367","1,093",995,"1,175","1,292","1,308","1,115",661,627,322,83,,"22,970"
3/1/2024,LÍNEA L,,,,,3,369,428,547,586,466,567,495,624,593,11,,,,,,"4,689"
3/1/2024,LÍNEA M,228,544,622,447,286,263,232,295,281,307,287,460,538,681,761,466,346,315,290,38,"7,687"
3/1/2024,LÍNEA O,194,683,948,812,496,426,404,418,414,382,485,510,686,917,693,494,418,439,155,12,"9,986"
3/1/2024,LÍNEA P,897,"1,916","2,004","1,625",957,702,736,656,727,573,584,616,642,717,695,547,413,207,102,1,"15,317"
3/1/2024,LÍNEA T-A,892,"2,095","2,978","2,533","1,861","1,593","1,682","1,799","1,987","1,847","2,070","2,348","2,876","3,808","2,343","1,843","1,605","1,339",943,57,"38,499"
4/1/2024,LÍNEA 1,"1,982","5,037","6,845","6,431","4,383","4,061","3,631","3,742","3,673","3,650","4,298","4,648","5,944","7,533","5,660","3,701","2,725","2,308",954,46,"81,252"
4/1/2024,LÍNEA 2,128,529,739,827,756,779,798,891,869,887,"1,070","1,143","1,531","1,697","1,356",870,652,324,110,4,"15,960"
4/1/2024,LÍNEA A,"11,200","27,694","40,270","34,377","23,166","21,419","21,155","21,809","22,146","22,658","27,418","29,483","44,566","57,868","43,169","27,432","19,238","15,330","9,335",86,"519,819"
4/1/2024,LÍNEA B,"2,051","4,504","5,677","5,206","3,822","3,698","3,648","3,800","3,741","3,802","4,370","4,467","5,725","7,797","5,473","3,802","2,507","1,771","1,100",14,"76,975"
4/1/2024,LÍNEA H,169,300,278,203,152,125,104,107,94,81,58,66,88,53,36,31,39,12,8,,"2,004"
4/1/2024,LÍNEA J,839,"1,652","1,749","1,432","1,017",832,751,735,752,560,528,529,569,569,466,398,305,168,54,,"13,905"
4/1/2024,LÍNEA K,"1,710","2,474","2,382","1,891","1,481","1,237","1,125","1,155","1,245","1,095",989,"1,095","1,245","1,351",907,683,583,298,106,1,"23,053"
4/1/2024,LÍNEA L,,,,,,380,409,658,525,472,498,538,496,521,2,,,,,,"4,499"
4/1/2024,LÍNEA M,256,594,627,457,318,240,251,270,307,287,300,449,556,717,837,463,357,287,246,53,"7,872"
4/1/2024,LÍNEA O,193,631,932,883,492,426,415,435,415,393,396,563,782,849,666,551,393,453,179,5,"10,052"
4/1/2024,LÍNEA P,919,"1,952","2,148","1,651",938,747,740,650,740,592,630,604,766,737,639,464,453,218,111,,"15,699"
4/1/2024,LÍNEA T-A,921,"2,223","3,080","2,633","1,835","1,658","1,712","1,736","1,863","1,844","2,135","2,249","3,011","3,778","3,252","1,896","1,678","1,224",951,41,"39,720"
5/1/2024,LÍNEA 1,"1,988","4,957","7,022","6,288","4,521","4,230","3,715","3,731","3,647","3,669","4,405","4,747","6,132","7,024","5,628","4,206","2,926","2,584","1,709",77,"83,206"
5/1/2024,LÍNEA 2,135,520,775,805,716,778,843,857,931,986,"1,095","1,308",703,"1,694","1,443",953,619,419,192,7,"15,779"
5/1/2024,LÍNEA A,"11,285","27,741","39,832","34,292","23,200","21,866","21,277","22,169","23,210","23,669","29,763","33,122","46,301","53,883","41,774","29,874","20,081","17,715","11,283",116,"532,453"
5/1/2024,LÍNEA B,"2,044","4,526","5,736","5,000","3,781","3,988","3,930","3,866","3,822","4,184","4,585","5,036","6,029","7,401","5,884","3,892","2,924","1,944","1,102",15,"79,689"
5/1/2024,LÍNEA H,171,331,280,250,154,112,108,112,108,65,75,74,53,68,57,43,43,22,5,,"2,131"
5/1/2024,LÍNEA J,866,"1,676","1,748","1,479","1,067",817,751,772,707,599,650,638,637,615,546,393,393,152,70,2,"14,578"
5/1/2024,LÍNEA K,"1,759","2,490","2,425","2,042","1,564","1,292","1,163","1,214","1,368","1,158","1,112","1,160","1,289","1,288","1,085",821,645,325,150,,"24,350"
5/1/2024,LÍNEA L,,,,,,300,456,706,527,558,526,507,532,486,5,,,,,,"4,603"
5/1/2024,LÍNEA M,247,598,661,453,354,265,295,226,309,304,303,480,346,516,851,691,404,342,320,52,"8,017"
5/1/2024,LÍNEA O,217,693,955,848,575,438,429,416,459,391,508,571,659,821,655,543,436,443,187,18,"10,262"
5/1/2024,LÍNEA P,909,"1,997","2,188","1,627","1,007",747,739,700,690,609,630,667,737,725,629,611,471,280,106,3,"16,072"
5/1/2024,LÍNEA T-A,903,"2,244","3,092","2,742","2,006","1,758","1,850","1,839","1,887","1,961","2,394","2,585","1,438","3,240","3,268","2,480","1,703","1,401","1,161",66,"40,018"
6/1/2024,LÍNEA 1,"1,622","3,487","4,411","4,757","3,763","3,641","3,498","3,907","4,312","4,712","3,534","3,618","3,802","3,767","4,058","3,577","2,812","2,296","1,704",82,"67,360"
6/1/2024,LÍNEA 2,110,384,494,597,525,644,715,833,"1,085","1,024",843,971,810,907,829,710,518,374,186,7,"12,566"
6/1/2024,LÍNEA A,"9,683","20,266","24,509","24,362","19,919","18,828","19,880","23,506","31,341","33,190","31,175","29,172","28,033","27,467","29,172","25,277","19,729","18,312","11,111",170,"445,102"
6/1/2024,LÍNEA B,"1,780","3,089","3,684","3,887","3,307","3,436","3,622","4,123","4,842","4,875","5,031","4,599","4,877","4,759","4,714","3,907","3,112","2,192","1,236",13,"71,085"
6/1/2024,LÍNEA H,137,230,223,198,140,109,108,94,94,87,92,93,62,94,106,83,42,33,7,,"2,032"
6/1/2024,LÍNEA J,675,"1,200","1,270","1,255",973,781,761,791,811,778,716,609,261,660,800,617,481,201,150,,"13,790"
6/1/2024,LÍNEA K,"1,334","1,993","2,055","1,728","1,361","1,214","1,139","1,187","1,329","1,189","1,261","1,418","1,614","1,433","1,573","1,271",806,516,170,4,"24,595"
6/1/2024,LÍNEA L,,,,,,398,513,702,645,683,628,702,716,646,17,,,,,,"5,650"
6/1/2024,LÍNEA M,193,436,480,392,334,241,279,339,460,500,448,478,489,508,567,481,422,320,318,52,"7,737"
6/1/2024,LÍNEA O,176,547,649,671,490,427,420,491,571,475,512,463,482,505,461,445,327,333,157,8,"8,610"
6/1/2024,LÍNEA P,675,"1,380","1,382","1,297",948,672,676,729,796,656,666,695,690,689,795,841,615,344,175,1,"14,722"
6/1/2024,LÍNEA T-A,759,"1,745","2,182","2,081","1,780","1,715","1,775","1,930","2,418","2,661","2,539","2,405","2,514","2,479","2,616","2,194","1,745","1,510","1,145",81,"38,274"
7/1/2024,LÍNEA 1,416,"1,386","1,693","1,738","1,796","2,136","2,329","2,186","2,227","2,317","2,450","2,302","2,451","2,688","3,173","2,675","2,534","2,310",346,,"39,153"
7/1/2024,LÍNEA 2,7,210,190,250,199,275,468,337,414,468,390,322,415,451,437,419,294,184,17,,"5,747"
7/1/2024,LÍNEA A,"3,331","9,626","11,106","10,802","11,144","12,711","13,761","13,888","14,514","15,275","16,629","16,103","18,017","20,562","22,158","18,814","18,505","15,755","1,849",,"264,550"
7/1/2024,LÍNEA B,614,"1,439","1,735","1,725","2,138","2,481","2,798","3,043","2,901","3,185","3,449","3,305","3,453","4,077","4,516","3,393","2,614","1,918",198,,"48,982"
7/1/2024,LÍNEA H,,,,,,107,88,88,71,56,64,63,62,94,123,83,48,23,2,,972
7/1/2024,LÍNEA J,,,,,64,875,723,612,622,589,637,555,699,723,814,658,426,292,10,,"8,299"
7/1/2024,LÍNEA K,,,,,625,"1,152","1,152","1,059","1,101","1,226","1,211","1,357","1,611","1,789","1,484","1,239",756,368,44,,"16,174"
7/1/2024,LÍNEA L,,,,,164,513,671,978,841,817,742,830,807,724,4,,,,,,"7,091"
7/1/2024,LÍNEA M,,,,1,12,257,235,262,296,224,324,361,355,377,496,446,370,336,127,,"4,479"
7/1/2024,LÍNEA O,18,316,278,247,241,294,367,314,277,295,333,319,350,412,358,358,335,264,59,,"5,435"
7/1/2024,LÍNEA P,,,,,72,781,749,601,688,623,555,624,719,682,990,751,511,294,15,,"8,655"
7/1/2024,LÍNEA T-A,170,695,794,814,867,"1,172","1,394","1,390","1,425","1,594","1,567","1,505","1,817","1,789","2,036","1,672","1,604","1,275",344,,"23,924"
8/1/2024,LÍNEA 1,460,"1,505","1,600","1,547","1,307","1,542","1,885","1,889","1,795","2,107","2,253","2,249","2,490","2,616","2,973","2,456","2,190","1,879",269,,"35,012"
8/1/2024,LÍNEA 2,8,187,205,175,148,269,283,307,291,277,320,314,348,381,455,391,263,189,20,,"4,831"
8/1/2024,LÍNEA A,"3,476","9,788","10,588","9,849","8,319","9,381","11,237","12,066","12,714","13,286","15,900","16,108","18,141","20,084","19,874","17,210","15,940","12,759","1,053",,"237,773"
8/1/2024,LÍNEA B,638,"1,451","1,615","1,555","1,621","1,781","2,458","2,559","2,434","2,623","2,902","2,989","3,231","3,434","3,471","2,901","2,286","1,554",162,,"41,665"
8/1/2024,LÍNEA H,,,,,,96,73,87,66,64,70,63,79,56,72,68,46,22,6,,868
8/1/2024,LÍNEA J,,,,,48,725,583,531,523,521,524,529,677,685,785,544,354,215,5,,"7,249"
8/1/2024,LÍNEA K,,,,,424,818,908,"1,053",975,"1,035",929,"1,058","1,429","1,514","1,275",881,666,298,11,,"13,274"
8/1/2024,LÍNEA L,,,,,85,350,543,711,634,515,466,648,729,566,2,,,,,,"5,249"
8/1/2024,LÍNEA M,,,,,7,231,212,219,217,284,312,328,378,421,465,370,384,270,125,,"4,223"
8/1/2024,LÍNEA O,23,324,269,225,212,206,319,289,252,305,351,316,397,328,396,363,387,283,32,,"5,277"
8/1/2024,LÍNEA P,,,,,15,565,504,483,553,483,559,631,661,665,682,695,489,265,16,,"7,266"
8/1/2024,LÍNEA T-A,149,691,792,726,600,959,"1,109","1,110","1,259","1,301","1,528","1,484","1,572","1,896","1,913","1,576","1,488","1,237",336,,"21,726"
9/1/2024,LÍNEA 1,"2,469","5,987","8,393","7,319","4,988","4,473","4,094","3,818","3,919","3,717","4,664","4,807","6,622","8,239","5,923","3,895","2,605","2,118","1,229",31,"89,310"
9/1/2024,LÍNEA 2,131,649,930,939,833,933,950,"1,009","1,028",963,"1,091","1,378","1,725","1,965","1,499",978,651,323,135,3,"18,113"
9/1/2024,LÍNEA A,"13,626.00","34,110.00","47,886.00","40,562.00","26,789","23,904","22,552","22,652","24,669","24,294","29,966","32,122","48,983","67,723","47,674","27,529","18,916","13,821","7,961",58,"575,797"
9/1/2024,LÍNEA B,"2,455.00","5,719.00","6,724.00","6,026.00","4,145","3,859","3,629","3,559","4,067","3,814","4,159","4,687","5,868","8,199","5,625","3,389","2,282","1,756",947,13,"80,922"
9/1/2024,LÍNEA H,215,436,351,229,163,92,132,99,96,76,70,55,65,55,46,47,30,19,3,,"2,279"
9/1/2024,LÍNEA J,"1,158","2,036","2,044","1,652","1,121",904,773,726,741,570,575,506,608,544,381,270,265,125,34,,"15,033"
9/1/2024,LÍNEA K,"2,191","2,671","2,528","2,105","1,518","1,311","1,170","1,096","1,155",874,716,701,812,791,550,515,500,279,117,1,"21,601"
9/1/2024,LÍNEA M,295,715,715,517,360,293,287,292,345,298,324,447,628,842,"1,031",645,437,291,286,39,"9,087"
9/1/2024,LÍNEA O,239,803,"1,096.00","1,006.00",627,489,448,415,527,459,457,605,780,"1,009",761,535,408,420,158,10,"11,252"
9/1/2024,LÍNEA P,"1,175.00","2,451.00","2,588.00","1,755.00","1,011",861,745,700,763,565,524,582,665,637,505,415,411,196,94,1,"16,644"
9/1/2024,LÍNEA T-A,"1,125","2,698","3,488","3,013","2,212","1,817","1,817","1,868","2,108","1,941","2,255","2,391","3,316","4,363","3,803","2,490","1,650","1,232",933,40,"44,560"
10/1/2024,LÍNEA 1,"2,428.00","6,180.00","8,364.00","7,593.00","5,109","4,393","3,939","3,674","3,969","3,866","4,496","4,654","6,541","8,644","6,210","3,963","2,657","2,206","1,234",35,"90,155"
10/1/2024,LÍNEA 2,153,695,916,917,812,885,833,974,986,967,"1,147","1,352","1,710","2,009","1,573","1,034",684,404,167,,"18,218"
10/1/2024,LÍNEA A,"13,643","34,658","48,572","40,840","26,886","23,783","22,228","22,135","23,865","23,963","29,538","31,360","49,459","68,782","47,632","27,145","17,679","14,189","8,188",52,"574,597"
10/1/2024,LÍNEA B,"2,615.00","5,617.00","6,848.00","6,061.00","4,279","3,805","3,694","3,601","3,858","3,797","4,088","4,413","6,060","8,393","5,840","3,575","2,443","1,697",922,4,"81,610"
10/1/2024,LÍNEA H,207,453,362,243,159,117,124,73,100,52,62,59,52,62,36,19,31,10,7,,"2,228"
10/1/2024,LÍNEA J,"1,123.00","2,121.00","2,109.00","1,639.00","1,165",821,712,685,797,635,571,516,605,581,460,323,286,118,43,2,"15,312"
10/1/2024,LÍNEA K,"2,250","2,795","2,550","2,114","1,600","1,354","1,108","1,093","1,297","1,009",786,898,"1,075","1,035",682,536,576,280,93,,"23,131"
10/1/2024,LÍNEA L,,,,,4,210,318,269,349,279,258,330,302,316,,,,,,,"2,635"
10/1/2024,LÍNEA M,313,688,758,526,361,267,275,316,327,299,344,435,587,879,993,751,388,302,273,39,"9,121"
10/1/2024,LÍNEA O,210,848,"1,126.00",997,574,521,405,438,414,447,489,517,820,994,800,526,408,427,158,10,"11,129"
10/1/2024,LÍNEA P,"1,180.00","2,601.00","2,534.00","1,823.00","1,073",857,722,699,819,586,579,557,629,670,548,409,398,205,118,,"17,007"
10/1/2024,LÍNEA T-A,"1,123","2,727","3,616","3,130","2,262","1,894","1,848","1,908","2,028","1,970","2,186","2,446","3,318","4,416","3,951","2,522","1,723","1,377",989,40,"45,474"
11/1/2024,LÍNEA 1,"2,406.00","6,317.00","8,184.00","7,252.00","5,248","4,579","3,950","3,869","3,941","3,854","4,401","4,941","6,588","8,643","6,313","4,031","2,709","2,184","1,291",39,"90,740"
11/1/2024,LÍNEA 2,162,705,888,923,729,862,911,935,941,888,"1,147","1,248","1,756","1,986","1,510","1,012",621,371,174,4,"17,773"
11/1/2024,LÍNEA A,"13,646","35,355","48,858","40,501","25,664","23,271","21,508","21,824","23,816","23,684","29,278","31,574","49,660","67,661","48,620","27,899","17,823","14,234","8,086",52,"573,014"
11/1/2024,LÍNEA B,"2,506","5,842","6,939","6,012","4,266","3,616","3,388","3,338","3,811","3,655","3,960","4,571","5,981","8,604","5,662","3,668","2,577","1,736","1,056",9,"81,197"
11/1/2024,LÍNEA H,219,478,347,238,159,106,118,103,78,98,76,74,59,59,53,25,34,21,10,1,"2,356"
11/1/2024,LÍNEA J,"1,104","2,190","2,103","1,653","1,186",880,741,673,689,535,452,505,632,575,432,361,328,174,43,,"15,256"
11/1/2024,LÍNEA K,"1,891","2,776","2,549","2,008","1,617","1,338","1,168","1,083","1,238",901,914,819,"1,004","1,016",631,557,567,268,91,,"22,436"
11/1/2024,LÍNEA L,,,,,,214,311,288,320,277,324,273,313,275,,,,,,,"2,595"
11/1/2024,LÍNEA M,313,731,740,523,364,283,251,251,334,306,286,462,573,798,"1,091",720,430,305,300,29,"9,090"
11/1/2024,LÍNEA O,229,815,"1,150",963,676,516,432,445,461,479,473,636,700,"1,116",802,538,395,406,187,8,"11,427"
11/1/2024,LÍNEA P,"1,186","2,626","2,559","1,936","1,143",835,718,666,749,567,642,543,715,673,526,415,384,249,130,,"17,262"
11/1/2024,LÍNEA T-A,"1,128","2,808","3,559","2,951","2,433","1,992","1,695","1,822","2,029","1,947","2,187","2,360","3,334","4,359","4,112","2,559","1,741","1,320",991,27,"45,354"
12/1/2024,LÍNEA 1,"2,486","6,254","8,320","7,626","5,016","4,508","3,852","3,838","3,858","3,828","4,651","5,270","7,057","8,274","5,869","4,077","2,737","2,301","1,376",62,"91,260"
12/1/2024,LÍNEA 2,155,732,913,932,828,839,844,961,935,973,"1,145","1,381","1,785","1,952","1,534","1,083",588,433,214,3,"18,230"
12/1/2024,LÍNEA A,"13,728","35,280","49,164","40,283","26,762","23,510","21,636","22,022","24,208","24,363","31,000","35,927","52,474","64,043","46,301","28,212","18,021","15,403","9,392",70,"581,799"
12/1/2024,LÍNEA B,"2,549","5,866","7,019","6,071","4,302","3,804","3,711","3,756","3,843","3,667","4,284","4,894","6,346","8,135","5,759","3,464","2,518","1,878","1,087",7,"82,960"
12/1/2024,LÍNEA H,194,476,369,239,138,100,89,106,66,74,65,52,80,79,36,36,38,12,3,,"2,252"
12/1/2024,LÍNEA J,"1,164","2,179","2,150","1,726","1,192",916,774,704,772,581,505,567,652,588,390,335,365,129,47,1,"15,737"
12/1/2024,LÍNEA K,"2,126","2,701","2,626","2,066","1,523","1,324","1,094","1,087","1,212",982,894,853,"1,000","1,009",778,527,543,313,103,,"22,761"
12/1/2024,LÍNEA L,,,,,3,174,228,290,230,189,235,245,259,280,,,,,,,"2,133"
12/1/2024,LÍNEA M,321,734,767,584,355,295,284,253,310,272,353,476,586,914,982,636,420,307,294,41,"9,184"
12/1/2024,LÍNEA O,198,803,"1,211",999,639,509,434,468,510,421,441,620,828,986,710,594,424,472,173,16,"11,456"
12/1/2024,LÍNEA P,"1,167","2,670","2,585","1,856","1,140",876,769,643,811,623,579,596,774,696,541,418,378,225,152,1,"17,500"
12/1/2024,LÍNEA T-A,"1,103","2,822","3,682","3,175","2,301","1,913","1,779","1,826","2,051","1,931","2,189","2,630","3,535","4,395","3,808","2,578","1,694","1,339","1,108",48,"45,907"
13/01/2024,LÍNEA 1,"1,943","4,456","5,283","5,634","4,295","3,833","3,769","4,262","5,096","5,316","5,294","4,630","4,206","3,680","3,812","3,450","2,594","2,366","1,321",45,"75,285"
13/01/2024,LÍNEA 2,128,548,593,748,627,670,784,913,"1,179","1,180","1,100","1,038",891,904,933,799,525,399,172,5,"14,136"
13/01/2024,LÍNEA A,"11,112","24,405","29,272","28,683","22,251","20,468","20,916","25,006","35,870","38,801","35,648","32,382","29,045","26,926","26,956","22,648","17,075","15,057","8,572",123,"471,216"
13/01/2024,LÍNEA B,"2,056","3,969","4,476","4,344","3,651","3,457","3,553","3,996","5,227","5,269","4,864","4,734","4,277","3,891","4,022","3,449","2,639","1,974","1,116",21,"70,985"
13/01/2024,LÍNEA H,155,363,273,226,141,123,100,91,115,88,86,102,73,64,64,45,36,35,8,,"2,188"
13/01/2024,LÍNEA J,865,"1,519","1,606","1,438","1,084",913,771,771,754,735,649,657,597,600,614,497,395,278,124,1,"14,868"
13/01/2024,LÍNEA K,"1,812","2,504","2,311","1,972","1,415","1,158","1,141","1,108","1,196","1,103","1,085","1,024","1,338","1,394",958,834,801,486,249,1,"23,890"
13/01/2024,LÍNEA L,,,,,,268,328,334,352,360,303,357,373,494,,,,,,,"3,169"
13/01/2024,LÍNEA M,244,566,582,456,353,275,289,358,408,545,596,537,622,445,536,530,418,343,261,42,"8,406"
13/01/2024,LÍNEA O,165,601,765,785,538,478,433,611,689,603,574,577,596,565,531,478,452,417,211,9,"10,078"
13/01/2024,LÍNEA P,882,"1,765","1,760","1,459","1,025",768,733,773,788,689,711,714,662,685,585,582,439,339,167,1,"15,527"
13/01/2024,LÍNEA T-A,928,"2,098","2,520","2,569","1,982","1,795","1,816","2,078","2,563","2,956","2,842","2,704","2,549","2,255","2,524","2,118","1,711","1,601","1,032",72,"40,713"
14/01/2024,LÍNEA 1,460,"1,605","1,666","1,750","1,721","2,032","2,348","2,159","2,181","2,478","2,586","2,267","2,577","2,225","2,611","2,226","2,297","1,819",265,,"37,273"
14/01/2024,LÍNEA 2,16,185,200,257,188,359,473,369,467,512,424,339,380,451,469,456,318,185,26,,"6,074"
14/01/2024,LÍNEA A,"3,671","9,724","11,170","10,035","9,684","11,026","12,497","12,546","13,397","14,963","16,793","15,780","17,481","18,586","18,722","15,786","15,564","11,613",912,,"239,950"
14/01/2024,LÍNEA B,655,"1,523","1,607","1,616","1,563","2,005","2,545","2,368","2,597","2,789","2,967","2,830","2,963","3,075","3,130","2,858","2,196","1,585",155,,"41,027"
14/01/2024,LÍNEA H,,,,,3,103,109,98,92,65,61,59,77,77,65,78,46,27,2,,962
14/01/2024,LÍNEA J,,,,,22,878,667,618,592,576,513,553,656,668,719,623,476,196,12,,"7,769"
14/01/2024,LÍNEA K,,,,,502,944,"1,006",968,"1,076","1,032","1,072","1,131","1,309","1,507","1,040",850,751,385,22,,"13,595"
14/01/2024,LÍNEA L,,,,,119,277,404,490,489,439,465,454,530,611,,,,,,,"4,278"
14/01/2024,LÍNEA M,,,,,,287,295,220,273,406,326,354,366,425,434,416,374,283,122,,"4,581"
14/01/2024,LÍNEA O,23,303,290,255,270,291,333,375,337,307,333,336,362,423,367,366,404,293,43,,"5,711"
14/01/2024,LÍNEA P,,,,,1,745,594,571,546,538,592,570,659,642,685,609,586,296,15,,"7,649"
