DIA,LINEA,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
14/01/2023,LÍNEA O,149,602,805,843,524,506,450,517,652,621,664,608,637,744,576,382,457,536,294,,"10,567"
14/01/2023,LÍNEA P,907,"1,729","1,665","1,516","1,013",813,839,730,872,733,797,746,868,801,465,114,398,290,144,20,"15,460"
14/01/2023,LÍNEA T-A,972,"2,082","2,610","2,586","2,139","1,876","1,872","2,089","2,754","2,826","3,211","2,936","3,013","2,828","2,586","2,102","2,034","1,751","1,257",,"43,524"
15/01/2023,LÍNEA 1,365,"1,493","1,806","1,860","1,910","2,348","2,649","2,595","2,727","2,940","3,054","3,051","3,031","3,006","3,161","2,880","2,678","1,972",177,74,"43,777"
15/01/2023,LÍNEA 2,16,183,180,189,225,311,402,388,564,488,519,501,481,496,526,435,334,238,27,12,"6,515"
15/01/2023,LÍNEA A,"3,461","9,383","10,964","9,944","10,508","12,282","14,790","14,272","15,869","17,715","19,376","18,594","19,778","20,764","21,732","18,927","17,660","13,770","1,485",6,"271,280"
15/01/2023,LÍNEA B,562,"1,438","1,682","1,619","1,936","2,602","2,829","2,755","3,131","4,109","3,999","3,249","3,494","3,805","3,852","3,380","2,719","2,340",199,,"49,700"
15/01/2023,LÍNEA H,,,,,1,134,104,76,109,73,91,106,125,96,93,57,43,25,8,,"1,141"
15/01/2023,LÍNEA J,,,,,2,926,748,685,714,693,753,784,806,754,879,625,520,244,6,59,"9,198"
15/01/2023,LÍNEA K,,,,,558,"1,209","1,145","1,054","1,148","1,245","1,284","1,487","1,795","1,698","1,241","1,020",829,440,40,3,"16,196"
15/01/2023,LÍNEA L,,,,,114,271,397,688,667,616,569,751,645,557,,,,,,91,"5,366"
15/01/2023,LÍNEA M,,,,,1,346,294,274,352,381,432,520,420,457,498,510,397,323,199,58,"5,462"
15/01/2023,LÍNEA O,23,285,281,269,279,310,344,352,320,294,401,378,439,416,468,414,376,353,60,3,"6,065"
15/01/2023,LÍNEA P,,,,,60,730,707,662,556,649,749,822,885,814,751,679,597,326,12,10,"9,009"
15/01/2023,LÍNEA T-A,147,676,819,807,944,"1,250","1,441","1,345","1,682","1,797","1,950","1,936","2,029","1,916","2,200","1,931","1,683","1,498",397,1,"26,449"
16/01/2023,LÍNEA 1,"2,722","6,960","9,578","8,693","5,905","4,975","4,397","4,138","4,675","4,687","5,429","5,900","7,650","9,972","7,403","4,434","2,750","2,224","1,141",,"103,633"
16/01/2023,LÍNEA 2,149,719,943,996,879,925,"1,049","1,086","1,080",958,"1,120","1,533","1,958","2,062","1,794","1,164",753,401,193,,"19,762"
16/01/2023,LÍNEA A,"14,918.00","38,492.00","53,139.00","45,186.00","29,356","25,459","23,765","24,666","25,884","26,432","33,043","35,831","53,883","74,656","52,212","29,436","18,741","13,997","7,739",,"626,835"
16/01/2023,LÍNEA B,"2,915.00","6,345.00","8,037.00","7,082.00","4,798","4,186","3,869","3,746","4,314","4,108","4,576","4,867","6,690","9,641","6,200","3,626","2,554","2,300","1,068",,"90,922"
16/01/2023,LÍNEA H,179,471,400,291,145,130,130,127,117,93,86,81,80,64,41,44,28,34,5,,"2,546"
16/01/2023,LÍNEA J,"1,245","2,408","2,315","1,883","1,257",938,764,786,822,734,605,566,698,601,401,347,276,167,65,,"16,878"
16/01/2023,LÍNEA K,"2,336","2,746","2,685","2,186","1,619","1,322","1,155","1,148","1,414","1,055",832,784,970,804,619,520,540,277,88,,"23,100"
16/01/2023,LÍNEA M,301,736,809,556,373,312,324,272,363,271,328,416,524,832,"1,080",778,456,307,219,,"9,257"
16/01/2023,LÍNEA O,212,790,"1,226.00","1,100.00",677,542,463,544,508,487,477,573,865,"1,034",790,623,452,429,191,,"11,983"
16/01/2023,LÍNEA P,"1,179.00","2,603.00","2,727.00","1,881.00","1,120",827,734,738,938,616,697,628,742,739,492,365,402,199,101,,"17,728"
16/01/2023,LÍNEA T-A,"1,231","3,135","3,995","3,411","2,392","2,160","2,090","1,941","2,259","2,101","2,610","2,843","3,594","4,764","4,238","2,986","1,859","1,406",984,,"49,999"
17/01/2023,LÍNEA 1,"2,745.00","7,431.00","10,301.00","9,281.00","6,126","5,397","4,437","4,348","5,008","4,902","5,380","6,079","8,312","10,870","7,134","5,289","3,287","2,271","1,195",,"109,793"
17/01/2023,LÍNEA 2,150,742,995,"1,031",887,934,915,"1,146","1,212","1,020","1,234","1,496","1,985","2,253","1,600","1,403",852,436,182,29,"20,502"
17/01/2023,LÍNEA A,"15,010","40,444","56,250","48,058","30,098","26,570","24,435","24,219","27,915","27,296","32,423","36,154","58,080","73,379","51,139","36,843","22,202","14,580","7,999",10,"653,104"
17/01/2023,LÍNEA B,"2,912","6,750","8,540","7,726","5,123","4,293","4,089","3,968","4,449","4,345","4,625","5,083","7,053","11,184","6,585","3,624","3,229","2,223",995,2,"96,798"
17/01/2023,LÍNEA H,188,497,416,305,154,138,128,121,144,65,73,81,71,63,12,34,36,17,5,1,"2,549"
17/01/2023,LÍNEA J,"1,227","2,429","2,278","2,013","1,399",916,807,778,921,721,665,576,675,379,1,322,228,125,26,61,"16,547"
17/01/2023,LÍNEA K,"2,414","2,848","2,784","2,187","1,612","1,316","1,147","1,133","1,375","1,060",959,956,"1,072","1,120",741,311,564,233,94,5,"23,931"
17/01/2023,LÍNEA L,,,,,,130,145,181,244,196,201,188,246,218,,,,,,25,"1,774"
17/01/2023,LÍNEA M,314,799,848,584,377,261,274,326,406,279,369,411,560,838,753,605,521,357,275,20,"9,177"
17/01/2023,LÍNEA O,208,952,"1,245","1,123",790,609,494,549,597,571,587,696,974,"1,262",808,644,525,472,179,1,"13,286"
17/01/2023,LÍNEA P,"1,190","2,669","2,927","2,055","1,115",946,799,808,941,709,635,585,773,904,527,299,330,196,93,4,"18,505"
17/01/2023,LÍNEA T-A,"1,245","3,340","4,221","3,765","2,596","2,168","2,098","2,132","2,763","2,363","2,483","2,856","3,757","5,291","4,394","3,064","2,257","1,392",921,1,"53,107"
18/01/2023,LÍNEA 1,"2,796","7,387","10,463","9,548","5,957","5,184","4,432","4,330","4,917","4,895","5,334","5,992","8,559","10,809","7,372","4,760","3,023","2,298","1,336",37,"109,429"
18/01/2023,LÍNEA 2,181,767,999,"1,054",898,996,925,"1,082","1,144",999,"1,166","1,427","2,074","2,179","1,755","1,190",752,503,210,15,"20,316"
18/01/2023,LÍNEA A,"14,669","40,866","56,754","48,061","29,845","25,888","23,988","24,032","26,828","26,638","33,091","35,954","59,822","77,730","56,645","29,314","19,700","14,673","8,394",1,"652,893"
18/01/2023,LÍNEA B,"3,033","6,910","8,640","7,730","4,899","4,248","3,945","3,855","4,440","4,569","4,696","4,724","7,437","10,139","7,162","3,896","3,098","2,168","1,040",,"96,629"
18/01/2023,LÍNEA H,195,483,404,281,160,115,91,113,145,76,68,95,47,31,49,26,24,12,2,,"2,417"
18/01/2023,LÍNEA J,"1,249","2,524","2,272","2,076","1,267",960,803,724,895,704,647,245,659,246,378,273,239,97,24,43,"16,325"
18/01/2023,LÍNEA K,"2,334","2,843","2,688","2,137","1,680","1,310","1,103","1,087","1,372","1,013",895,"1,017","1,050",874,612,485,532,221,87,3,"23,343"
18/01/2023,LÍNEA L,,,,,,148,169,185,194,206,230,281,206,127,,,,,,33,"1,779"
18/01/2023,LÍNEA M,303,841,798,624,358,268,239,307,422,293,313,430,602,895,990,788,466,271,260,33,"9,501"
18/01/2023,LÍNEA O,206,917,"1,250","1,186",697,562,546,370,590,554,567,609,826,882,896,655,446,489,224,,"12,472"
18/01/2023,LÍNEA P,"1,211","2,754","2,986","2,057","1,183",858,802,710,993,724,677,621,713,566,506,302,365,207,89,5,"18,329"
18/01/2023,LÍNEA T-A,"1,204","3,432","4,239","3,835","2,634","2,152","2,037","2,032","2,817","2,138","2,387","2,765","3,955","5,124","4,737","2,935","2,062","1,372","1,045",5,"52,907"
19/01/2023,LÍNEA 1,"2,778","7,573","10,383","9,502","6,028","4,980","4,348","4,368","4,797","4,717","5,394","5,941","8,111","10,412","7,752","4,894","3,170","2,414","1,467",43,"109,072"
19/01/2023,LÍNEA 2,155,787,"1,023","1,053",899,916,952,"1,029","1,177","1,075","1,190","1,394","1,863","2,251","1,790","1,160",830,465,229,4,"20,242"
19/01/2023,LÍNEA A,"14,937","40,489","57,053","47,573","29,163","23,817","23,894","22,917","26,706","26,201","32,284","35,034","56,323","77,684","55,268","30,751","20,014","15,559","8,966",,"644,633"
19/01/2023,LÍNEA B,"3,006","6,834","8,869","7,685","5,028","4,355","3,886","3,913","4,521","4,149","4,590","5,094","7,119","10,384","6,935","3,905","3,029","2,125","1,152",2,"96,581"
19/01/2023,LÍNEA H,198,517,439,289,150,108,106,96,147,95,70,56,69,60,57,32,25,14,3,,"2,531"
19/01/2023,LÍNEA J,"1,244","2,600","2,302","1,941","1,275",915,681,746,897,690,596,564,613,598,404,352,287,160,43,49,"16,957"
19/01/2023,LÍNEA K,"2,334","2,907","2,776","2,259","1,549","1,346","1,058","1,136","1,427","1,060",939,953,"1,042","1,142",788,518,538,306,110,4,"24,192"
19/01/2023,LÍNEA L,,,,,,121,141,245,213,263,276,202,235,239,,,,,,36,"1,971"
19/01/2023,LÍNEA M,315,844,871,569,403,294,234,320,416,271,361,452,632,949,"1,092",804,462,279,294,36,"9,898"
19/01/2023,LÍNEA O,197,934,"1,240","1,215",723,523,542,576,612,558,615,655,928,"1,260",828,703,528,487,206,1,"13,331"
19/01/2023,LÍNEA P,"1,182","2,743","3,092","2,033","1,140",912,761,783,943,683,652,618,791,818,538,408,381,215,111,7,"18,811"
19/01/2023,LÍNEA T-A,"1,247","3,487","4,327","3,878","2,489","2,014","2,033","2,082","2,731","2,237","2,446","2,826","3,814","5,239","4,525","2,920","2,120","1,450","1,130",3,"52,998"
20/01/2023,LÍNEA 1,"2,778","7,526","10,332","9,256","6,059","5,281","4,384","4,545","5,000","4,867","5,605","6,246","8,332","9,870","7,734","4,993","3,182","2,583","1,065",43,"109,681"
20/01/2023,LÍNEA 2,158,785,926,944,872,814,"1,010",946,"1,149",998,"1,307","1,431","1,955","2,226","1,719","1,229",708,533,220,7,"19,937"
20/01/2023,LÍNEA A,"14,967","40,567","56,260","47,512","29,815","26,403","23,722","24,590","27,919","27,116","34,695","39,105","58,899","72,134","54,128","32,267","20,836","17,276","10,666",,"658,877"
20/01/2023,LÍNEA B,"2,962","6,815","8,662","7,320","5,121","4,503","4,022","3,940","4,667","4,451","4,787","5,352","7,391","9,470","7,039","4,208","2,968","2,335","1,343",2,"97,358"
20/01/2023,LÍNEA H,206,509,428,294,155,141,104,110,130,100,83,82,92,68,57,42,35,23,8,,"2,667"
20/01/2023,LÍNEA J,"1,262","2,620","2,321","1,930","1,295",932,766,838,906,729,638,577,678,658,483,344,333,177,46,42,"17,575"
20/01/2023,LÍNEA K,"2,365","2,870","2,464","2,220","1,591","1,358","1,128","1,120","1,435","1,130",943,"1,031","1,110","1,148",863,545,624,321,137,4,"24,407"
20/01/2023,LÍNEA L,,,,,38,146,204,254,225,217,270,265,227,222,,,,,,47,"2,115"
20/01/2023,LÍNEA M,321,779,839,597,349,313,270,272,364,292,358,437,653,908,"1,020",741,502,314,300,27,"9,656"
20/01/2023,LÍNEA O,193,944,"1,287","1,186",715,569,560,555,586,583,565,603,954,"1,032",851,624,428,521,226,1,"12,983"
20/01/2023,LÍNEA P,"1,238","2,729","2,995","2,064","1,205",912,677,717,928,726,685,727,832,836,626,432,428,225,150,7,"19,139"
20/01/2023,LÍNEA T-A,"1,217","3,415","4,269","3,814","2,500","2,175","2,022","2,053","2,891","2,178","2,526","2,897","3,882","5,029","4,538","3,104","2,137","1,668","1,286",,"53,601"
21/01/2023,LÍNEA 1,"2,208","4,856","6,216","6,727","4,996","4,458","4,108","4,585","6,099","6,185","6,202","5,491","4,993","4,590","4,351","3,634","2,627","2,398","1,466",69,"86,259"
21/01/2023,LÍNEA 2,117,535,678,803,667,729,810,"1,035","1,376","1,266","1,236","1,176","1,137","1,029","1,056",865,571,458,248,19,"15,811"
21/01/2023,LÍNEA A,"11,451","25,830","32,367","31,598","23,740","21,396","21,638","25,891","38,971","40,804","41,915","35,062","33,964","30,144","28,717","23,193","16,661","15,602","9,103",1,"508,048"
21/01/2023,LÍNEA B,"2,308","4,520","5,288","5,178","4,178","3,944","3,883","4,115","5,775","5,969","5,843","5,018","5,125","4,544","4,547","3,297","2,638","2,188","1,324",,"79,682"
21/01/2023,LÍNEA H,165,364,308,208,173,101,107,109,115,95,110,107,103,65,74,57,42,41,12,,"2,356"
21/01/2023,LÍNEA J,930,"1,723","1,844","1,620","1,264",982,829,881,874,773,735,659,511,580,598,487,392,317,146,57,"16,202"
21/01/2023,LÍNEA K,"1,895","2,633","2,528","2,145","1,453","1,251","1,187","1,241","1,362","1,165","1,046","1,114","1,240","1,211",951,788,700,495,250,11,"24,666"
21/01/2023,LÍNEA L,,,,,,270,325,354,332,309,332,323,437,354,,,,,,63,"3,099"
21/01/2023,LÍNEA M,225,591,675,490,353,283,333,336,477,564,615,613,669,497,601,525,412,392,275,52,"8,978"
21/01/2023,LÍNEA O,175,590,816,805,594,511,471,572,683,717,683,577,562,636,531,456,407,490,226,,"10,502"
21/01/2023,LÍNEA P,885,"1,780","1,899","1,588","1,087",865,808,829,"1,045",810,767,743,724,649,583,516,496,397,195,19,"16,685"
21/01/2023,LÍNEA T-A,958,"2,340","2,908","2,862","2,308","1,998","2,086","2,247","3,091","3,264","3,341","3,048","3,116","2,637","2,760","2,415","1,805","1,572","1,231",,"45,987"
22/01/2023,LÍNEA 1,433,"1,618","1,530","1,976","1,965","2,407","2,667","2,527","2,657","2,817","2,959","2,876","3,014","3,010","2,769","1,983","1,693","1,247",193,85,"40,426"
22/01/2023,LÍNEA 2,14,175,184,218,229,302,408,362,615,509,502,545,493,554,487,419,311,165,31,17,"6,540"
22/01/2023,LÍNEA A,"3,438","9,742","11,224","10,508","10,202","11,898","13,416","13,397","14,635","15,940","17,623","18,166","19,559","19,149","18,968","15,835","14,952","11,199",848,6,"250,705"
22/01/2023,LÍNEA B,631,"1,673","1,761","1,746","1,887","2,387","2,460","2,670","2,778","2,913","3,173","3,096","3,185","3,403","3,099","2,560","1,969","1,497",148,5,"43,041"
22/01/2023,LÍNEA H,,,,,,98,77,89,76,71,76,76,103,82,60,72,60,23,3,,966
22/01/2023,LÍNEA J,,,,,59,929,665,683,700,597,630,718,699,682,618,590,536,237,9,77,"8,429"
22/01/2023,LÍNEA K,,,,,565,"1,088","1,042","1,018","1,032","1,065","1,151","1,502","1,595","1,359","1,045",833,711,377,34,6,"14,423"
22/01/2023,LÍNEA L,,,,,152,318,436,636,455,437,482,553,723,389,,,,,,71,"4,652"
22/01/2023,LÍNEA M,,,,,,329,265,304,344,312,341,384,440,457,397,442,323,336,130,65,"4,869"
22/01/2023,LÍNEA O,20,270,292,286,245,292,357,314,329,330,366,355,408,414,414,385,378,263,53,2,"5,773"
22/01/2023,LÍNEA P,,,,,39,717,614,662,685,702,645,758,719,641,577,616,523,257,8,16,"8,179"
22/01/2023,LÍNEA T-A,159,670,890,878,980,"1,272","1,367","1,454","1,623","1,593","1,765","1,714","1,877","1,877","1,816","1,767","1,541","1,263",273,3,"24,782"
23/01/2023,LÍNEA 1,"2,951","7,958","10,607","9,446","6,273","5,134","4,429","4,707","5,072","4,887","5,471","6,020","8,180","10,173","8,046","4,714","2,994","2,149",890,,"110,101"
23/01/2023,LÍNEA 2,158,809,"1,044","1,005",895,906,"1,013","1,079","1,037","1,021","1,240","1,515","1,941","2,218","1,959","1,175",737,431,144,,"20,327"
23/01/2023,LÍNEA A,"15,727.00","42,269.00","58,428.00","48,923.00","30,895","26,339","24,106","24,841","27,751","26,798","32,834","35,392","55,564","76,046","56,941","30,737","18,941","14,487","8,019",,"655,038"
23/01/2023,LÍNEA B,"3,144.00","7,040.00","9,018.00","7,884.00","4,968","4,464","3,896","3,966","4,804","4,176","4,468","5,041","6,869","9,720","6,759","3,690","2,801","1,983",991,,"95,682"
23/01/2023,LÍNEA H,206,534,452,257,150,123,86,146,155,90,85,75,71,65,52,33,39,14,5,,"2,638"
23/01/2023,LÍNEA J,"1,287","2,567","2,174","2,124","1,326",907,787,770,832,649,556,484,608,564,447,332,280,132,47,,"16,873"
23/01/2023,LÍNEA K,"2,405","2,827","2,727","2,173","1,594","1,348","1,096","1,166","1,442",964,813,765,897,723,743,568,512,283,100,,"23,146"
23/01/2023,LÍNEA M,337,862,875,602,379,296,236,341,412,276,330,440,597,921,"1,109",809,450,261,240,,"9,773"
23/01/2023,LÍNEA O,221,956,"1,349.00","1,224.00",808,573,510,574,620,577,661,601,983,"1,169",954,631,498,441,204,,"13,554"
23/01/2023,LÍNEA P,"1,295.00","2,854.00","3,084.00","2,066.00","1,153",860,715,822,"1,134",621,631,645,716,864,593,351,431,255,97,,"19,187"
23/01/2023,LÍNEA T-A,"1,296","3,681","4,363","3,715","2,570","2,219","1,962","2,356","2,865","2,213","2,530","2,777","3,829","4,960","4,920","2,911","1,995","1,353","1,008",,"53,523"
24/01/2023,LÍNEA 1,"2,879.00","7,940.00","11,022.00","10,155.00","6,451","4,735","4,269","4,608","5,085","5,101","5,612","6,025","8,404","10,408","8,189","4,850","3,086","2,361",991,,"112,171"
24/01/2023,LÍNEA 2,150,806,"1,060","1,116",855,925,927,"1,049","1,131",973,"1,227","1,487","1,943","2,186","1,795","1,256",854,435,166,36,"20,377"
24/01/2023,LÍNEA A,"15,534","42,673","58,778","49,819","30,931","26,231","23,688","24,588","27,641","26,300","32,348","35,439","56,744","79,432","57,170","31,463","19,671","15,235","8,231",7,"661,923"
24/01/2023,LÍNEA B,"3,219","7,345","8,936","7,823","5,129","4,417","3,709","3,886","4,655","4,072","4,343","4,785","7,020","9,915","6,937","3,956","2,873","2,206","1,065",3,"96,294"
24/01/2023,LÍNEA H,198,566,423,282,153,123,96,145,130,87,64,69,86,57,23,32,37,26,6,1,"2,604"
24/01/2023,LÍNEA J,"1,049","2,468","2,347","2,125","1,280",851,723,755,858,634,500,495,656,644,429,303,286,129,28,42,"16,602"
24/01/2023,LÍNEA K,"2,397","2,911","2,701","2,239","1,650","1,247","1,137","1,140","1,489","1,115",764,802,"1,023","1,082",787,482,536,290,87,,"23,879"
24/01/2023,LÍNEA L,,,,,,115,141,171,201,216,161,202,158,212,,,,,,27,"1,604"
24/01/2023,LÍNEA M,310,889,899,589,370,306,268,348,418,262,359,424,621,919,951,962,459,308,305,37,"10,004"
24/01/2023,LÍNEA O,230,"1,002","1,302","1,232",780,634,573,600,610,596,611,658,"1,045","1,191",934,639,517,441,206,,"13,801"
24/01/2023,LÍNEA P,"1,232","2,927","3,159","2,073","1,192",840,788,742,"1,046",683,632,574,711,924,540,423,460,277,99,4,"19,326"
24/01/2023,LÍNEA T-A,"1,232","3,716","4,547","3,750","2,708","2,100","2,001","2,209","2,657","2,140","2,584","2,596","3,846","5,196","4,285","2,970","2,121","1,464","1,025",,"53,147"
25/01/2023,LÍNEA 1,"2,880","7,994","11,048","9,779","6,196","5,230","4,512","4,436","5,240","4,971","5,330","6,122","8,653","10,325","8,531","5,290","3,332","2,374","1,416",38,"113,697"
25/01/2023,LÍNEA 2,164,815,"1,018","1,038",864,947,940,"1,020","1,104","1,069","1,233","1,337","1,889","2,182","1,867","1,228",845,467,201,2,"20,230"
25/01/2023,LÍNEA A,"15,505","42,297","59,287","48,792","31,004","26,024","23,305","23,434","27,917","26,716","31,939","35,299","56,719","75,367","57,928","32,190","20,419","15,645","8,551",2,"658,340"
25/01/2023,LÍNEA B,"3,101","7,329","9,234","7,882","5,085","4,403","3,751","3,887","4,537","4,285","4,431","4,904","6,829","10,029","6,974","4,067","3,083","2,301","1,089",1,"97,202"
25/01/2023,LÍNEA H,201,507,409,281,156,130,87,145,115,96,70,59,63,68,63,27,38,8,6,,"2,529"
25/01/2023,LÍNEA J,"1,414","2,502","2,271","2,062","1,275",897,704,771,875,609,565,463,647,573,503,284,282,162,42,29,"16,930"
25/01/2023,LÍNEA K,"2,378","2,882","2,694","2,151","1,621","1,326","1,069","1,131","1,379","1,066",823,761,"1,027","1,051",781,561,499,277,84,,"23,561"
25/01/2023,LÍNEA L,,,,,,124,172,190,202,204,127,178,214,188,,,,,,30,"1,629"
25/01/2023,LÍNEA M,304,906,836,591,392,283,252,289,360,263,326,441,551,931,940,991,487,275,326,32,"9,776"
25/01/2023,LÍNEA O,204,989,"1,463","1,220",679,647,555,597,645,567,633,747,993,"1,138","1,033",760,546,473,231,1,"14,121"
25/01/2023,LÍNEA P,"1,294","3,010","3,113","2,117","1,216",811,702,944,"1,075",686,609,569,802,979,649,486,531,237,88,7,"19,925"
25/01/2023,LÍNEA T-A,"1,272","3,734","4,438","3,772","2,598","2,219","1,905","2,154","2,787","2,203","2,353","2,748","3,914","4,737","4,559.00","3,102","2,084","1,524","1,135",,"53,238"
26/01/2023,LÍNEA 1,"2,859","7,891","11,138","9,587","6,408","5,175","4,354","4,409","4,978","4,740","5,190","5,943","8,459","10,592","7,941","4,917","3,150","2,359","1,054",54,"111,198"
26/01/2023,LÍNEA 2,188,807,994,"1,033",891,893,955,994,"1,102","1,007","1,229","1,375","1,882","2,238","1,821","1,188",793,442,155,42,"20,029"
26/01/2023,LÍNEA A,"15,440","42,510","59,138","48,177","30,615","25,998","23,135","23,287","27,427","26,117","31,842","35,367","56,909","77,776","56,620","33,224","20,024","15,385","8,796",1,"657,788"
26/01/2023,LÍNEA B,"3,015","7,372","9,083","7,793","5,154","4,337","3,893","3,990","4,442","3,863","4,378","4,944","7,087","10,083","6,963","4,206","2,948","2,288","3,416",,"99,255"
26/01/2023,LÍNEA H,187,529,406,272,158,117,97,122,108,71,75,79,86,83,27,36,33,14,5,,"2,505"
26/01/2023,LÍNEA J,"1,385","2,580","2,266","1,969","1,274",814,709,751,852,668,506,507,622,627,594,352,303,146,46,117,"17,088"
26/01/2023,LÍNEA K,"2,399","2,829","2,689","2,238","1,564","1,253","1,069","1,085","1,487","1,022",876,855,"1,057","1,004",802,482,546,296,82,5,"23,640"
26/01/2023,LÍNEA L,,,,,13,144,141,227,224,157,169,224,183,155,,,,,,70,"1,707"
26/01/2023,LÍNEA M,339,900,918,559,349,283,251,313,404,274,334,448,541,941,"1,130",925,426,318,234,60,"9,947"
26/01/2023,LÍNEA O,218,959,"1,385","1,333",779,579,489,550,654,569,621,624,980,"1,211",932,685,522,475,223,,"13,788"
26/01/2023,LÍNEA P,"1,274","2,961","3,097","2,074","1,207",864,756,818,"1,219",605,638,640,733,891,555,385,436,295,120,18,"19,586"
26/01/2023,LÍNEA T-A,"1,285","3,637","4,631","3,706","2,599","2,142","1,915","2,170","2,820","2,219","2,555","2,842","3,598","4,813","4,956","3,136","2,075","1,560","1,117",,"53,776"
27/01/2023,LÍNEA 1,"2,888","7,939","10,713","9,433","6,386","5,354","4,377","4,567","5,049","4,870","5,480","6,271","8,418","10,077","7,827","4,994","3,285","2,681","1,281",34,"111,924"
27/01/2023,LÍNEA 2,159,785,"1,072","1,036",866,875,"1,014","1,037","1,109","1,025","1,269","1,445","1,934","2,098","1,813","1,229",755,508,232,3,"20,264"
27/01/2023,LÍNEA A,"15,369","42,721","57,757","47,206","30,634","26,280","23,457","24,247","27,803","26,965","34,417","38,573","57,929","73,610","53,774","33,544","20,980","17,931","10,954",1,"664,152"
27/01/2023,LÍNEA B,"3,104","7,204","8,854","7,737","5,247","4,370","3,905","3,952","4,864","4,045","4,553","5,299","7,041","9,458","6,969","4,380","2,979","2,404","1,337",,"97,702"
27/01/2023,LÍNEA H,178,528,402,277,163,136,120,138,114,95,71,77,90,70,73,42,54,11,2,,"2,641"
27/01/2023,LÍNEA J,"1,363","2,550","2,266","1,989","1,325",909,768,742,863,622,614,553,618,690,517,401,298,195,61,35,"17,379"
27/01/2023,LÍNEA K,"2,439","2,781","2,668","2,204","1,713","1,343","1,162","1,190","1,451","1,043",929,919,"1,103","1,069",888,627,546,322,123,3,"24,523"
27/01/2023,LÍNEA L,,,,,4,89,118,193,228,182,219,174,218,190,,,,,,39,"1,654"
27/01/2023,LÍNEA M,326,905,865,617,374,279,256,311,401,257,357,459,523,868,"1,030",847,515,289,315,38,"9,832"
27/01/2023,LÍNEA O,223,982,"1,331","1,279",733,645,546,603,676,572,663,701,995,"1,119",800,732,442,493,237,,"13,772"
27/01/2023,LÍNEA P,"1,305","2,849","2,772","1,993","1,206",863,724,983,"1,185",617,638,766,864,939,595,470,578,264,138,7,"19,756"
27/01/2023,LÍNEA T-A,"1,309","3,708","4,364","3,744","2,607","2,217","1,944","2,124","2,729","2,237","2,411","2,997","3,661","4,723","4,592","3,132","2,179","1,701","1,205",3,"53,587"
28/01/2023,LÍNEA 1,"2,240","5,005","6,336","6,782","5,074","4,540","4,065","4,553","6,067","6,136","6,176","5,261","5,228","4,751","4,325","3,866","2,755","2,494","1,424",74,"87,152"
28/01/2023,LÍNEA 2,120,558,651,806,661,787,807,998,"1,320","1,327","1,198","1,119","1,115","1,073","1,103",886,607,471,238,10,"15,855"
28/01/2023,LÍNEA A,"11,956","26,622","33,436","32,222","24,141","21,808","21,638","25,310","38,673","40,839","41,927","34,877","31,876","30,134","28,862","23,359","16,764","16,016","9,308",4,"509,772"
28/01/2023,LÍNEA B,"2,271","4,548","5,480","5,293","4,182","3,904","3,820","4,302","5,857","6,267","5,793","4,856","4,867","4,550","4,062","3,376","2,548","2,070","1,269",,"79,315"
28/01/2023,LÍNEA H,153,364,284,205,162,155,123,121,98,88,98,109,68,70,76,54,69,34,7,,"2,338"
